review_text,sentiment
"The comb itself has a very rough finish, it catches in my hair unpleasantly.  Shame, because the rest is great: nice little leather pouch and sturdily built comb. Overall not a good proposition for the money.",0
"Didn't really expect them to be this short, but I do like them.",1
Pretty but it wasn't as holo as it was in the photos and they are very small,0
Good quality manicure set for a very reasonable price.,1
"Worst $9 I've ever spent I should have bought mcchickens , wouldn't recommend just use pantyhose because that's pretty much what they send you ,I have 5 month old back combed dreadlocks the item they sent doesn't stretch so I could tie them up in a pony tail nor is the headband tight it slides off just save your money",0
Has been a favorite for years…,1
love it,1
Works great,1
These files are as awesome as the reviews say!!!,1
not the heavy loofahs I ordered the first time that I ordered.,0
Great product.  Holds all my makeup.  Awesome deal and fast shipping.  Packaged so that item was secure during shipping.  Would definitely buy another one.,1
I personally feel using a robe string is much easier than this method. I felt the foam in hard to manage / it’s awkward to Maneuver around. I could not sleep with this in.,0
This is the most beautiful hair I have ever bought. Very light and does not do well with too much oil. Keep washing it and keeps looking like new. Great quality!! Would highly recommand!!!,1
"I wasn't expecting it to look exactly like the product images, because it is clear that in those images they have actually acrylics one and that the product is just going to mimic that, however, the quality was so poor you could see the pixelation in the butterfly image, and the butterfly was differently oriented compared to the product pictures. It was also quite flimsy, I immediately returned it. I would not recommend wasting your money, there are many other good stick on nails you can purchase for the same or better price.",0
Amazing!!! So soft. Very nice and gentle on my sensitive skin. I'm amazed how something this affordable does the job of something expensive!! So glad I purchased this.,1
"It doesn't brush, it vibrates and barely does that. Not even enough to ""brush"" teeth. The blue light is pointless unless you buy the gel needed to use it and it would only get your front teeth anyway. Do not waste your money as I did.",0
I brushed my hair once with this brush and my curls are now so defined and revived!!,1
These were shipped quickly but not at all what I expected.  These flowers are huge. I have no idea how you would use them on your nails. The only thing I can think to do is to cut them apart and use them that way.,0
"What a terribly designed device! Whoever drew it has likely never used it.<br /><br />The device's neck CURVES INWARD, plus the roller is only PARTIALLY EXPOSED, about 1/3 of its surface when it could be 2/3 or more. It makes roller very inaccessible. You have to hold this thing at a very specific, AWKWARD ANGLE, which makes its usage frustrating, always having to reposition and switch hands.<br /><br />Yes, it scrapes dead skin away. But it's not as strong as a proper corded one. Mind you, even with the cable plugged in, if the device is turned on, the battery is NOT CHARGING.<br /><br />The two rollers it comes with are NOT COARSE like in the description. It takes quite a while to remove dead skin and the &#34;shavings&#34; coming off are/is actually a super-fine powder, finer than flour, almost like smoke, that floats through the air.",0
"Great product! I would consider it more of a concentrated oil which is great because it works in well, leaves a slight shine, soft and smooth. Def recommend this product for all the bear brothers out there!",1
"Have used this product many times, the only tanning lotion that I use.",1
I can't decide if this was worth it or not. I don't really see any benefits yet. I will say the cool jade rolling across my face feels good and even feels like it perks you up a little. Still waiting to see some real results though.,0
Very thin; not nearly as thick as the 3M surgical/dusk mask. I would not purchase this product again.,0
"love this so much!!! it's super cute, great size and material",1
The heat is so low.,0
Do not use if you have sensitive skin. This left a burn and now scar. Otherwise they were cute!,0
"This is a great little system!! I purchased it for my daughter when she had her braces removed.She is prone to painful tooth sensitivity yet wanted her new straight teeth whitened. After reading up on and researching the GLO whitening system ,I decided to buy it for her(and for myself) We both are very happy with the (gradual but nearly instant) results!! We have white smiles and NO SENSITIVITY!! Both of my parents and my aunt are now going to purchase this system for themselves.",1
This was a gift she loved it,1
"Perfect and the price is even better, definitely worth buying!!!",1
"Just thought I’d check ingredients list quickly before purchasing…it only says “SERUM”. That’s not a safe, or even legal, gamble.",0
Excellent hair!!!!!,1
Love this scent!,1
Broke in 1 month and 4 days. Garbage,0
Very cheaply made. Both legs broke while screwing them in. Pay the extra money to get one from Oster.,0
"Tried it as soon as it arrived, along with the eyeshadow primer. With the primer, it held great... All except for the gold glitter. It was like nothing. Literally nothing, and it was shattered when it got to me, all the other colors were fine. Love the sparkly black.",1
super super cheap hair.  it was extremely rough. i guess it’s okay for beginners? but it’s going to look tacky either way,0
Excellent product. Great hold. Washes out easily and smells good almost like coconut.,1
Not as nearly as good as another brand I have.,0
The hair was not good it did not last. It was horribly. The hair was so dry. So course not worth the price at all,0
Worth the money. So many things for a great value. Give both my daughters a manicure.,1
This closure was hard to bleach!,0
Fabulous! Absolutely love this product. I've tried several brands and this is by far my favorite. Long lasting and doesn't look fake.,1
love this product - it does not chip,1
Works nicely keeping my curly hair under control.,1
"Works fine, easy to use, folds to compact size for storage.",1
easy for traveling Very,1
it came and deliverd quick but like a quarter of the bottle was gone and it was in a sealed package and there was no leakage so i dont know what up with that but its missing..,0
I can't believe the comments I get about how my face and neck look so youthful!,1
"I have always been hesitant with using rough material for exfoliation. After using this product I really regret not having given products with this material a chance earlier in life. It is so perfect for daily exfoliation that is required for beautiful, healthy, youthful, and glowing skin from neck to feet!! I will absolutely repurchase this product!",1
Face was very small and doesn’t fit well in any of my 3 mask styles,0
"Amazing product, great price.  Would recommend!",1
The hair is really thin and tracks are spacey. Wouldn’t purchase again,0
"Terrible, waste of money. Three away after trying to use it. The sock method works better",0
Don't waste your money. Just straighten your hair like normal.,0
Poor quality,0
This product is good for hair,1
"Thank you so much for your fast delivery. I have been using this for about a week now,<br />So I will keep you posted on how well it works",1
,1
I bought this to keep my koojons nice and smooth and to get away from a razor. It does remove hair but it will also scorch the rooster eggs!,0
The hair was great until you dye it. It was not as soft and the bundles were thin.,0
"I generally wear Ardell 113 or Kiss 01 strip lashes, and these are definitely comparable! my only issue is that they are incredibly long- not the lashes themselves, but the actual strip. I had to trim down each set of lashes to fit my eye, so keep that in mind before you slap some glue on them and pop em on! other than that, I can’t believe I found such gorgeous lashes for such a great price- I’ll definitely be picking up more from this brand in the future!",1
Fit well and cut smooth,1
"It will take longer to to say it works, but satisfied, so far.",1
"No good. Don’t waste your money to buy it or your time to install it, only to take it out in 3 days🙅🏾‍♀️",0
"A little goes a long way. It then washes off your fingers with water, no residue.<br />Never makes hair brittle and can be easily refreshed later in the day with a bit of water on your fingers.",1
Does not give a good enough shave for the money!,0
Great packaging. Instructions are impeccable happy with how it turned out.,1
does not work,0
"My wife had a very hard time turning her key to start her ATV until I got her the &#34;Easy Key Turner&#34;, WHAT a difference this had made so easy I only wish I had done this must earlier.<br />Don't hesitate to get this if you need help....",1
Doesn't warm oil/lotion very throughly or keep it warm for very long. Not worth it.,0
These face paints are excellent! I am a teacher and I do face painting for school special events. I usually prefer water based paints because they tend to be easier to work with for me and wash off very easily. These are exactly as I'd hoped. Very easy to get a vibrant color with just a little water and easy to paint with and spread across the skin. It's so fun that they are also blacklight reactive! They wiped off with a paper towel with water and only the pink left just a hint of color. I like how these stack into each other so as to save space. They are also a great size for the price. My only note is that the green and yellow were a little less vibrant than the others and I worry they may not show up as well on darker skin tones.,1
It arrived and had a horrible odor. I washed it and air dried it; the horrible odor was still there. Afraid to even use it.,0
"I really like these claw rings. They are made stronger than I expected. Maybe I have small hands for an adult, but they fit perfectly on me. I bought these claw rings to complete my look as the Dragon Queen.",1
Looks like a real knife. Nice comb.,1
I started using Scentif Samadhi after I smelled it on someone else. I just loved it. That was about 8 or 9 years ago and I have kept some on hand ever since.,1
Just as described,1
"Oh man, I thought rinsing them out in soapy water would get out the smell of cow manure. And those black things that fell out of the sponge were a little terrifying to see before using that thing on your body. I am very dissatisfied and disappointed of this product.",0
Will order more.....  shared with others...,1
If you like bath sponges then this would probably be great for you.  If you are a loofah person then stay away. It's very soft and it just doesn't scrub the way a loofah does.  I didn't feel like I was getting myself as clean. It didn't lather as good as I thought it would either.,0
"I agree with other reviewers. This is NOT the same quality that I bought in St. Barths!!!!! What a disappointment after spending so much, in fact, twice as much as it cost on the island and can hardly smell it.",0
Excellent,1
Fairly sturdy looking but too shiny and cheap looking,0
This is the best product. They are very stretchy and comfortable for adults. We wore them for hours with no discomfort. They are adorable.,1
Package secured. awesome product,1
Works well to keep itching away.,1
Great buy,1
I don't see any special.,0
Get lots of compliments!,1
This is just incredible!!!! Nice large size ... gorgeous brushes and it’s highly recommended!!!!! I love it ❤️,1
Was hopeful that this was really going to help my dry skin but the jury is still out on this product.,0
Love this cream. This scent smells like holidays!,1
"OK, very oily and not easy to apply...",0
Soft cute comfortable love everything about them,1
"I love Detroit Grooming Co. Often their products cost a little bit more than a competitor but they are quality and worth it. $23.90 per ounce is ridiculous, especially when there are only three ingredients - Beeswax, Coconut Oil, and Castor Oil. The price per ounce of silver as of writing this is $25.48. Normally less is more but the ingredients simply do not justify the cost. I have bought some frivolously boojie things to use in or on my beard but this takes the cake.<br /> feel that the stated volume is also incorrect. According to their labels, the Suavecito wax in the picture is only .06 ounces larger. I also included an American Penny and a 1fl oz bottle of their oil for scale. I honestly don't know if I will even use the product, the current price per ounce of silver is $25.48,",0
Soft Silky And Fast Shipping!,1
"Works ok, brush is very dried out making it a little difficult to  use.",0
Very thin. Clips are poor quality,0
The dispenser part got stuck quite alot... N they leaked,0
"Goes on nice, but it not  smudge proof it goes smear when your hot or working out<br /> :(",0
Too small and can't open,0
Almost finished with 1 of 2 bottles I purchased since it works great for Hair & Skin. My other siblings started using it as well so bought another 1. Awesome product.,1
"Love these lashes! They look natural and not overly dramatic and are great for any event, interview, or just every day use. It comes with a set of ten and I love able being to switch to whichever pair I want. Definitely will be repurchasing!",1
"No other comparable product on the market. Soft, not crunchy. Controls frizzy hair.",1
"The inventor of these clips came by me a clip to try, they are the best I have ever used!<br />After 40+ years in the beauty industry, I have used every clip out there.<br />They are so great, I would no way use any other kind.",1
"I liked that it was not super hard to apply. I did not like how it dried quickly, which made me have to apply more eyeliner.",1
Excellent  product really work good and very handy.,1
"The brushes for the price are GREAT! I have not had the same problems other people have had (the bristles falling out). They are not soft to the face after a couple uses...but that is just fine. I own all types of brushes ($60 Dior brushes to $1 store brushes) and I can safely say the more expensive brushes bristles fall out, but these do not. I'm using them for my wedding (I'm doing my own makeup) so they will be perfect. The only negative I can say about this is the petal brush (foundation brush)...its VERY fine...which is OK but I need something thicker when I apply the foundation. Would I buy these again? Yes. Would I suggest them to my friends? Yes.",1
I just started doing my nails and this is great for me. Still learning on the tips and still getting the hang on it,1
"The cake pan was shipped in a flimsy envelope not a box for protection!!! It arrived bent in half, dented, & ruined. Do “NOT” buy this pan, it’s not even usable! Very disappointing & I don’t have time to replace it with something better for the holiday!",0
"Both my son in laws loved this, kept smiling as they talked about it, since it's not usually the guys that get skin pampering products.....",1
"I used the travel size of this product a few years ago in a hotel in Utah and fell in love with it. I loved the smell and the texture of my hair after using it. So I brought the bottle home (along with a couple extras that the nice cleaning lady gave me on my last day at the hotel). I kept one of the travel size ones, so I made a side by side comparison when I got this product from Amazon. I feel extremely let down by L'Occitane. This ""full size"" product is VERY VERY watered down, the smell is very weak and doesn't last even two minutes beyond the shower and, in spite of the ""Ultra Rich"" label, it does not condition my dry hair in any noticeable way. Do not waste your money on this product. It is not worth the price and it is not what it used to be a few years ago.",0
My machine broke and I only had it for 3 weeks. I don’t recommend this to anyone.,0
I love these artificial nails over all that I have tried. They are the easiest too apply and look the best.,1
Nice color to use alone or as a base with a chrome powder to change to a lighter color.,1
So far so good. It’s been a month. Hope I don’t jinx it.,1
"This hair looked wonderful on Day 1. However, the hair looked like old dreads locs on Day 3 and beyond. The twists puffed up almost overnight and they are quite rough looking. So if you're looking for hair that looks super matted, quickly, then this is the hair for you. Nice color, but I probably won't purchase it again. It is very light, sheds a lot, and one box will complete an entire head.",0
Very pretty but I think fits girl .. not adult,0
"Hard to keep them bent around hair and very uncomfortable to sleep in, I recommend foam flexi rods instead",0
Colors are not as shown. Polish is gooey and thick which isn't good for uv polish. Dried lumpy. So dissatisfied I might just throw it all in the trash!,0
I really like this! The best thing about it is that it folds up so it travels really nicely! It works really well on all the blow dryers I've tried.,1
"Loved, loved my hair the first day installation of my extensions was done. Unfortunately, after simply 4 days my hair is shedding really bad so much hair is falling out. Will not purchased this brand anytime soon.<br /><br />Hair bundle was pricey for just a couple of days of use, I’ll have to purchase additional hair & reinstall all over again!",0
I read gloss but got matte.,0
The stamp works the liner itself is mediocre. The liner is very thin it doesn’t go on very well. My kid likes the stamp part which works. But that’s the only positive,0
"The hair color matched the picture, but the quality is awful! I could not use the hair for braiding because it started to matte and tangle. I was hoping this would be close to expressions braiding hair, but this is no where near the quality. When they say cheap, that is exactly what you are getting. I wish I could request a refund or send the hair back. It is that bad! If quality does not matter for the braids then buy this hair,  but for the price your better off going to a local beauty supply store.",0
The item was delivered open and broken cover,0
"I wanted varieties of pink....WTF!  When did yellow, green and blue become shades of pink!  The shower is in one week!  So mad!",0
Great for practicing and if you’re new and don’t want to waste your good products. I got it for my little sister to practice and she uses it all the time,1
Great comb! Luxurious design and wood in high quality.,1
Does what the product is advertised to do.  My skin looks great!,1
Great,1
This is so gross and unprofessional ew. There was an animal in my packaging. With a gross paper. Thats not all my trays were crushed and when I’ll try separating the trays they’ll break.,0
It barely Glows but the UV makes it glow,0
I was vERY disappointed. This arrived old and sticky - unusable. Complete waste of money.,0
Good quality,1
Hell no wonder it was so cheap talking about this some Brazilian hair They a Brazilian lie this mess shed too much and the bundles was thin and it get nappy at the ends I won't be buying this no mo talking about Brazilian yeah this some Brazilian alright some Brazilian yaky,0
My package was delivered OPENED and the light did not work which leads me to believe this product was already used/ opened and returned! So disgusting!,0
"The perfume arrived in bad condition, broken, throw away the liquid.  It even looks like an imitation.  I have my previous perfume and compared them.  I have pictures of both products",0
It was okay. Kind of brittle and I’m hoping to find a product to soften it.,0
it's just wish it was thicker not full at the top to,0
"This product does not add the length and volume as advertised.  It does NOT make them ""crazy long""!  Be very wary when purchasing this product.",0
useful,0
"It provides good coverage on cheeks, but on the oilier areas it can slide off a bit.  It's really oily around my eyes and that's where I actually need it most. I'm light-olive complected and this concealer is a wee bit too light for me, and for possibly 40-50% of most white ladies during the cooler time of year.",0
Perfect to use for all my lace front wigs !,1
"I've always heard of a tree stand for your brushes. They say point them downward, so water doesn't seep into the brush itself and work its way into the glue and you're left with garbage. Honestly, I thought the idea was just something talked about-- I had no idea where you could actually purchase such an item. I like the size; it's small and compact and doesn't take a lot of room on your vanity or shelf. I like the amount of space you get, I think it holds something like 28 brushes? Now I love makeup, but I'm not even sure I have 28 brushes. And I generally tend to do mine ""as needed"", not make a day out of it and do it all at once.<br /><br />My only con, I think it's a little flimsy. Once I got everything attached and made it look like the cute little tree it is, I felt like I had to treat it like gold or it would fall apart. If you bump into it, it's down like Jenga. This is probably another reason I do things as needed, so I'm not trying to place new brushes inside and upset the apple cart.<br /><br />It works, it's a cute little tree, and it does the job. When all is said and done, I'm happy with it :)",1
The glass came broke,0
The seller provided a link to a video that instructs me on how to remove the old blades and install the new ones. After replacing the old blades the shaver shaves well but occasionally pulls my whiskers.,1
Color was not right. And seemed more like a shoe polish or something vs stamp.....,0
Great product!,1
I didn't know it was long like that<br />Good product,1
Not long lsting,0
Didn’t look like the pic ..  the line was super thick ...,0
I'm very upset for 8.99 that I only get a week out of the eyeliner. There is no way to twist it to get more product. Ibought 4 an the run out after u use a few timed. Very disappointed in the product for price,0
"I Thought I got deal on these, but they arrived DOA. I wanted to exchange for working item but the item was no longer available in black which was for some reason priced $10 less than the white ones. If I pay more and get the white one will it work, it's a mystery to me but there are a lot of choices in that price range and since the one I received was DOA, I'm going to try another brand.",0
Great.,1
"Me encantó!! Tengo mucho pelo y largo, y no me tomó mucho tiempo en secarlo sin necesidad de usar plancha 😍",1
This product came with no English instructions. Everything was Korean. The tube didn't even feel full. I will try it on how I've seen it advertised. I was some what disappointed.,0
"These did not fit my standard hat-sized head, and instead could fit my toddler. When taking the headbands off, both sides of the headbands have super tacky/sticky sides and pull the hair out of your head. It also advertised non-slip, but they slip easily off your head-especially when made too small.",0
"Just received my product order today. My excitement to open them was immediately crushed when I saw six of the eight clips were detached from the hand. Splurge and spend the extra money on the slightly better quality ones. While these are an easy fix by grabbing either my glue gun or some other adhesive, I didn’t pay to have to make them myself. Not worth the free shipping to receive them.",0
Wouldn't recommend this product. Easy to break up,0
"Excellent product, use as directed and you will get a stunning chrome finish, I purchased for small automotive detail work, not for finger nails, but it's still a great product",1
You need to read the full description Word for Word. It says it’s a 17 1/2 inch handle with a 8 inch head but if you read on more It’s 17 1/2 inches overall product is not what it’s worth. Says it has a ball style head when the head is only half round. Spend the extra 10 or so more dollars and buy a different/ better product.,0
The color is much lighter blonde than pictured and it likes to slide back quite a bit on my head. It feels pretty soft though. (I cut it to match my real hair),0
A todos mis clientes les gusto siempre. Suepr recomendados,1
"this is the worst nail ;polish i have ever used! I may be healthy but even after three coats it is streaky and looks terrible! I'll never buy it again and for the price, it really sucks! NOT CHEAP!",0
"Good size, stays pliable even frozen. Will purchase more for a friend.",1
Botanical Green Facial Moisturizer is everything I hoped for. It's a luxurious moisturizer AND organic which I really appreciate. It does seem to take a while to absorb into skin so I apply and wait a little while before applying make-up but once it's absorbed make-up goes on smoothly. My skin feels moist and supple even after applying 12 hours ago! And a little bit goes a long way.,1
"Best flat top wax I've ever used.  I used Krew Comb for years and then switched to the Crew Pomade because it was more widely available.  Moving forward, this will be a staple in my personal hygiene product drawer.",1
The buttons on these are a little small so it doesn’t hold my mask on like I wanted it to.,0
VERY hard to open and very hard to close. Does not stay put,0
"I love the shampoo.  However when it got delivered shampoo was everywhere inside the box.  The lid was very lose, ugh.",0
It fit funny and looked weird on.,0
Its a really big bar of soap.  Smells ok not great.  Leaves your skin feeling kind of weird.  Not moisturized not dry almost rubbery.  Not sticky just not smooth.  It's strange.,0
Does not leave a crease in my hair . It has great stretch for Hair with more volume and stays put.,1
good hair for the price,1
Love it,1
Looks like nothing.  Would not buy again.,0
"light scent, not my favorite by cabatine, my daughter says it smells like a “karen”",1
"You get what you see, 100 blades in a box.<br />I use them only once so I can't speak for longevity.",1
It was great at first. Clean my face and felt really good. But out of nowhere it stopped working.,1
Terrible tangled and shedding everywhere,0
"This is the second holder I had to purchase for my daughters and has helped to split up the many bows, headbands, and other. My daughters love it and enjoy taking off and putting on the holder. Highly recommend for hair accessories and for younger kids.",1
Daughter loves it.  Thank you,1
Love this stuff,1
"I was hoping this would work on a back, but all to no avail.<br />Great for getting grease off your forehead and nose.  Best to do a once over,  pick alittle, and then suck again to make sure it's all out.  Heals faster. Super fun if you like this stuff.",1
Great service & product.,1
"This is advertised as human hair, but this is braiding hair on a track. I washed them before I attempted to put them in. So I’m not sure if I can send it back, but this hair is a hot ass mess. Do not buy",0
I absolutely love this brand! The fumes are very low and the retention is great if you care for your extensions properly! I strongly recommend this glue! A++++,1
Its okay but doesn't get that hot so u have to hold it for awhile to get it hot enough to curl,0
Product was dry when I opened it even though the package and description say it’s new. Not eligible for a return. Very dissatisfied.,0
"I have tried other waterproof, all-day eyebrow pens before and some were good at first but dried up after 3 or 4 uses. I purposely waited 3 months before reviewing this product and they are still working great. They are definitely smudge-proof and water-proof but come off easily in the shower with soap and water. I wasn't sure which color to get so I bought both the dark grey color and the brown since my eyebrows are black but I have blonde hair. I'm glad I got both - I use the black/grey one to draw small individual ""hairs"" and then I use the brown to fill it in for a more natural look. I will definitely be purchasing again -",1
"I'm not happy with this hair and I'm confused why everyone on here is raving about it. The hair is super thin. They advertise 105 g of hair but I took my scale out and they're weighing that with the clips sewn in. I weight an individual spare clip that came with the set and it came in at 2 g. There are 18 clips sewn into the wefts. So you are really only getting 69 g of hair.<br /><br />I've bought the Euronext ones from Sally's and theirs is better. The hair is uniform from top to bottom. These are very thin at the ends.<br /><br />Get what you pay for, unfortunately!",0
"I have used these in the past and been satisfied on clippers that I got in 2013.  They've never been as good as the original set, but good enough to use them rather than buying new shears. However, this last set is worse than the blades I'm replacing. First (and only) use and they pulled my hair enough to make my scalp sore and left so many hair stragglers sticking out it took me at least twice as long to cut my hair as normal. I'm disabled with spinal issues and cut my own hair because I can't stand to go to a barber, and taking so long to finish cutting my hair left me absolutely miserable.",0
I don't know how anyone can get these to stay in their hair!,0
Amazing product! Works! Speedy delivery once ordered. Excellent customer service.,1
"To big, to tight, and fabric not totally covers band. Hurts to wear!  Put all three in goodwill bin. Maybe someone will get to wear them.",0
The first time I purchased this hair  the quality was great. This time I was very disappointed in the quality of hair I got. Won't buy again.,0
Good quality wash cloth. Very durable.,1
"These glass bottles make me feel better about having to clean. I can make my own cleaning solution or fill from a larger size. They’re beautiful, durable and just the right size.",1
I love this product. It makes my hands feel soft. I will definitely purchase it again!,1
Does not do anything.,0
"I've been a natural deodorant user for years and have tried many brands on the market, my favorite so far has been Native, which is also one of the most popular, so I thought I would do a comparison with that brand.<br /><br />Both are stick deodorants, but the PF deodorant has a larger case, and just a little more product, barely enough worth mentioning though. The deodorant on the PF brand slides on thicker and isn't as hard as the Native deodorant so it would be easier to apply too much with the PF than with Native. Not huge but something to consider.<br /><br />They both seem to do an equally good job at keeping odor away and I noticed no increase in odor while wearing the PF vs. the Native.<br /><br />Price-wise they are about the same so you really don't save money either way.<br /><br />Fragrance-wise I didn't really have a preference for one brand vs. the other, they both have a nice range of fragrance and there is enough variety to appeal to most people.<br /><br />Because of application, I will be sticking with Native, but if you are looking for something that glides on a bit thicker than this would be the best choice.",1
"Mangifera Indica (Mango) Fruit Extract(90%), Butylene Glycol, Alcohol, PEG/PPG-17/6 Copolymer, Sodium Hyaluronate, Allantoin, Beta Glucan, Panthenol, Betaine, Trehalose, Carbomer, Disodium EDTA, PEG-60 Hydrogenated Castor Oil, Triethanolamine, water, Illicium Verum (Anise) Fruit Extract, Caprylyl Glycol, 1,2-Hexanediol, Phenoxyethanol, Fragrance",0
Did not like it. It tangled very much.,0
"Love using these things.  I wish there were more colors, as browns don't match my bathroom colors, but the quality is excellent.",1
"I was not able to use this product as intended since it was in several pieces when it arrived. I liked that it was spf50 to protect the skin on my face but unfortunately, I can't use it.",0
I was honestly really excited when mine came in the mail but it was so anticlimactic. The brush doesn’t have as much power as you’d expect & my hair even got caught in it. It basically cleans your face as well as your hands do so there’s no need to spend the extra $50. Disappointing,0
"I'm incredibly picky about lip balm/chapstick/etc. I have a really bad habit of biting at my lips when I'm nervous and it results in me having raw and almost chapped skin a lot. I use this before I go to sleep and when I wake up my mouth is pretty much healed completely with one use. I've never had a chapstick ever work as good as this brand.<br /><br />The first time I bought it I got it at the local Dollar General by chance. Been using it ever since, and do not plan on changing to another. Smells great, and the slight taste you can get when using it isn't bad either. Definitely would recommend.",1
"I normally don't write reviews. But I felt that it was necessary in this case. I purchase this hair dryer about a week ago. With the first use I loved it. It had great air flow and dried my hair quickly with a shine. However. On the second use, not quite a minute or two with it on and the fan just stopped. absolutely nothing. I unplugged it tried a different outlet... nope. Pressed the reset button....nope. Then I look inside as I turned it on for the final time; still no air, BUT the heat element was glowing red! So now I sit here with wet hair and the memory of hot plastic in my nose, to write a forewarning to all who think they might this hair dryer.... DON'T BUY IT.",0
It doesn't fit Wahl senior. The holes are too big for senior version,0
"Great slickness and post shave feel. Better loaded up with a boar hair brush. Only drawback is the scent. It is not overpowering but it has a cheap, hotel soap fragerence about it that may be off putting.",1
"No coverage, made skin yellow",0
"I purchased my first epilady in 1988 and used it faithfully until it died about 15 years later.  I replaced it with the coil free version, but was never as satisfied as I had been with my first epilady--although it was definitely better than using a razor or any other depilatory I had found.  When I saw that the new coil epilady had returned, I purchased it and could not be happier.  It quickly and efficiently removes ALL hair.  Well worth the price.",1
Does the job. I really like these because it’s a good eco friendly alternative to disposable wipes. They are also very easy to wash and dry fast.,1
Came damaged.. will not let me return it.,0
"I'll never buy a different eyeliner! Smooth application, sharp every time",1
"Use for moisturizing dry skin, it is  non greasy, and it  works!  We get tge unscented. Only down side is the  pump does not empty the tub. We take the lid off and keep dipping it out till gone.",1
"Soft, cute and my toddler loves it. The best toothbrush!",1
"This works well!  I used this as part of my treatment of scaly leg mite, and the mites are now gone.  My chickens can run freely again! I applied it at night, right when they go in to roost.  If your chicken's legs are dirty, get them clean with soapy water and a brush. Then let them dry. On clean chicken legs, simply apply this spray.  It takes about 3-4 small spritzes per leg to get a good coating.  I'm halfway through this bottle after 6 treatments on 8 chickens.  My concern with buying a spray product was that I would waste it with overspray, but it actually is easy to control and hardly any is wasted.",1
Very difficult product to use. A total waste of money,0
Very good products! Very happy with what I bought!,1
I love the  contour palette but the powder isn’t the best,1
Better than i 've expected,1
"Seems good, with caveats. I've only been using it for a week. Got it at a trade show.  I've always had extremely dry,  sensitive,  allergic skin.  The pushy  sales person wanted to put it on my face.  I walked around the show with it on my hands and took the plunge to purchase it. Expensive yes but no more than Perricone.<br />Pros: it seems to be working already on lines,  puffiness, and sagging. What some reviews describe as drying is the tightening effect.<br />Cons: the fragrance.  Cheap, chemically and it makes me itch.  A good chance that may dissipate but using the regular fragrance free cream takes the itch away.<br /><br />Infinite Aloe needs to make a fragrance free version. Unless my results are spectacular,  I may not reorder due to a very irritating perfume. Unacceptable.<br /><br />I will however reorder the regular formula,  fragrance free. I've had a rash like dry patch on my shin for almost a year.  Strong prescription cortisone creams and every moisturizer I own have done nothing. This takes away the itch and the redness is slowly dissipating.<br /><br />The Aloe Gold seems more effective than all the expensive creams I've tried (I'm 69). But I really want a fragrance free option.",0
My favorite brush,1
Wonderful product and seller..works as advertised..helps exfoliation of my facial skin to a great extent ..and the nasal steam add on is also great..helped me to relieve my cold and cough when used with essential oils,1
Good product. My colored hair looks much healthier since I started using these 3 products.,1
Terrible!  Pull and takes forever to shave. My beard isn’t that tough so I can’t imagine someone with a heavy beard trying to shave with these things. Sending them back!,0
Easy to use but cracked and flaked off all our nails within 2 days of application. NOT happy! NOT worth the money!!,0
kept my wig in place while I workout,1
Sort of works with scent bird.  Only 1 didn't.  Cheap but work,0
"The hair looks plastic, and the texture is very rough",0
Love Almay  products which are truly hypoallergenic.  Made my lashes long and only needed one coat.,1
The best and only brush for hair that tangles all the time. No more tees while brushing my daughters long hair!,1
These  are beautiful.  The peacock is about two and a half inches long.  The barrette has a strong french clasp.  It holds my fine hair very well.,1
I received my package today and the micro link beads were not in the package,0
Good!,1
These stencils are really a nice shaping tool. I figured out that if your skin is a little moist the stencil will kinda stick to your skin making it easier to apply the stamp. I wish it came with some sort of sticky backing to hold it in place so that you're not trying to hold it in place with one hand without shifting it as you apply the stamp with the other. It's not that hard but a little awkward. The shape was perfect but it looked not the greatest but only because the color isn't a good match for me. I am looking for one that is and will use this product. It kept my eyebrows looking the same... on my own one always looks different than the other this makes it a closer match.,1
"This stuff does NOT wear off. Started using it without lashes because it stays and stays. Water, sweat, outside...it endures.  It’s a little hard to remove. I use waterproof remover and take my time since it’s sensitive skin.",1
just horrible felt like synthetic hair returned same day as delivery,0
"Mine was very cheap, hanging chain pieces in random places. didnt lay how it is on the model. AND it broke",0
None of the colors look anything like the bottom of the pencils - I didn’t like any of the colors once I put them on,0
good,1
This is my 1st time using OZ retinol serum. Its works great on my skin. My skin feels very soft. The only thing I didn't like about this bottle is that it comes with the push pump instead of a dropper.,1
Love this eyeliner! Stays on all day!,1
I love this item because I can hang a lot of brushes on it and leave it to dry. I like the idea that it is hanging upside down so that it will dry faster. So far I'm happy with this item. The only tip I can give is that evenly distribute the brushes because it does have a tendency to fall over if you have heavy brushes that are only placed on one side.,1
"This does the job of cleaning but the consistency of the gel makes it feel slippery therefore it does not lather well and does nor easily rinse away.  However, the ingredients are good and it does clean well.",1
"The box was not sealed nor was the tube sealed. It may be that its not factory sealed as a rule. The issue is that my tube was a little less than half full. I noticed the moisturizer didn't immediately squeeze out the way a new tube of any type gel/liquid or lotion would. I had to shake the tube and push from the end of the tube to get the moisturizer to come out. I held it up to a bright light and could see that the tube was less than half full. Not sure whether it came from the factory this way, or something else happened. I used this product a few years ago and I like it, but at less than half a tube, I won't buy again unless I buy from a store and check the fill line first.",1
